"Country","ISO3","Specie","Breed/Most common name","Language","Description","Transboundary name","Other name","Breed classification (adaptedness)","Breed classification (geographic)","Provision Uses","Regulation and Maintenance Uses","Cultural Uses","Description Of Specific Uses","Production environment/management systems","Literature related to uses and ecosystem services","Additional information","Additional information comments","Efabis cultural role comment","Efabis cultural value","Adaptability to specific environment","Specific resistance or tolerance","Specific reproductive characteristic","Special characteristic of product","Other special qualities","Reference for special qualities","Efabis genetic features","Efabis environmental role","Efabis adaptability to marginal land","Body conformation","Coat description","Coat quality","Comb type","Skin colour","Shank and foot colour","Plumage colour","Pattern within feather","Avian classification","Egg shell colour","Color comments","Efabis main colour","Efabis skin colour","Number of horns males","Number of horns females","Horn shape size and comments","Wither height males","Wither height females","Weight males","Weight females","Other specific visible traits","Herdbook","Herdbook established","Domestication status","Taxonomic classification","Description of origin","Year of origin","Import","Location within country","Eggs per year AVG","Eggs per year MIN","Eggs per year MAX","Egg weight","Wool or hair","Wool type","Fleece weight AVG","Fleece weight MIN","Fleece weight MAX","Fibre diam","Management system","Feeding of adults","Mobility","Milk per year AVG","Milk per year MIN","Milk per year MAX","Lactation length (day) AVG","Lactation length (day) MIN","Lactation length (day) MAX","Milk yield per lactation (kg) AVG","Milk yield per lactation (kg) MIN","Milk yield per lactation (kg) MAX","Milk fat AVG (%)","Milk fat MIN (%)","Milk fat MAX (%)","Milk per day (kg)","Number of lactations","Efabis milk protein AVG","Efabis milk protein MIN","Efabis milk protein MAX","Birth weight males","Birth weight females","Age maturity males","Age maturity females","Age breeding males","Age breeding females","Age first parturition (month) AVG","Age first parturition (month) MIN","Age first parturition (month) MAX","Parturition interval (day) AVG","Parturition interval (day) MIN","Parturition interval (day) MAX","Length productive life (years)","Daily gain","Carcass weight (kg)","Dressing percentage (%)","Performance data reference","Management conditions performance measured","Comments management conditions","Additional performance parameters","Litter size AVG","Litter size MIN","Litter size MAX","Local cryo conservation status","Local Risk","Detailed local risk status","Regional Transboundary Risk (detailed)","International Transboundary Risk (detailed)","A breeding programme is implemented for the breed","Animal identification","Breeding goal defined","Performance recording","Pedigree recording","Genetic evaluation (classic approach)","Genetic evaluation including genomic information","Management of genetic variation","Artificial insemination","Breeding method applied"
"Greece","GRC","Pig","Greek pig","","","","Greek","Native","Local","Meat","","Tourist attraction / touristic potential","","","","The source of data is the Ministry of Agriculture. In 2003, this breed is at risk.","","","","Animals of this breed tolerate bad weather conditions very well.","Parasite and disease tolerant.","","Excellent meat quality, of great organoleptic qualities. The meat is processed to Prosciutto Euritanias and other natural ripening sausage products.","","","","","This breed is durable to bad weather conditions.","","","","","","","","","","","multi coloured: black, black-brown, brown with white grooves, black with white spots","","","","","","","","","","","","","Domestic","Breed","indigenous breed","","","Xanthi, Etoloakarnania, Ileia (Peneia)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","","","","","","","","","","50","","","","The animals are generally on free range, grazing on oak-forests. They are fed on concentrates only during the mating season. Mating is uncontrolled.","length of productive life of the boars: 4 years;","8","","","No Material","Not at Risk","Not at Risk","","","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Straight/pure-breeding only"
"Greece","GRC","Pig","Hampshire","eng.","","Hampshire","","Exotic","International","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","imported; exotic","","","Widely used","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Unknown","Unknown","","Endangered","No","Yes","No","No","No","No","No","No","No",""
"Greece","GRC","Pig","Landrace","eng.","","Landrace","","Exotic","International","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","imported; exotic","","","Widely used","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Unknown","Unknown","","Not at Risk","No","Yes","No","No","No","No","No","No","Yes",""
"Greece","GRC","Pig","Large White","eng.","","Large White","","Exotic","International","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","imported; exotic","","","Widely used","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Unknown","Unknown","","Not at Risk","No","Yes","No","No","No","No","No","No","Yes",""
"Greece","GRC","Pig","Pietrain","fr.","","Pietrain","","Exotic","International","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","imported; exotic","","","Widely used","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Unknown","Unknown","","Not at Risk","No","Yes","No","No","No","No","No","No","No",""
"Grenada","GRD","Pig","Duroc","fr.","","Duroc","","","International","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Information","Unknown","Unknown","","Not at Risk","","","","","","","","","",""
"Grenada","GRD","Pig","Landrace","eng.","","Landrace","","","International","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Information","Unknown","Unknown","","Not at Risk","","","","","","","","","",""
"Grenada","GRD","Pig","Large White","eng.","","Large White","","","International","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Information","Unknown","Unknown","","Not at Risk","","","","","","","","","",""
"Guatemala","GTM","Pig","Criollo","sp.","","","","","Local","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","indigenous breed.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Information","Unknown","Unknown","","","","","","","","","","","",""
"Guatemala","GTM","Pig","Duroc","fr.","","Duroc","","","International","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Information","Unknown","Unknown","","Not at Risk","","","","","","","","","",""
"Guatemala","GTM","Pig","Hampshire","eng.","","Hampshire","","","International","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Information","Unknown","Unknown","","Endangered","","","","","","","","","",""
"Guatemala","GTM","Pig","Landrace","eng.","","Landrace","","","International","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Information","Unknown","Unknown","","Not at Risk","","","","","","","","","",""
"Guatemala","GTM","Pig","Pelon","sp.","","Pelon","Pelon Tabasqueno, Black Hairless of the Tropics","","Regional","Lard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","uni coloured: black","","","","","","","","","","Iberian Type","","","Domestic","Breed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Information","Unknown","Unknown","Endangered","","","","","","","","","","",""
"Guatemala","GTM","Pig","Polland chine","","","Poland China","","","International","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Information","Unknown","Unknown","","Not at Risk","","","","","","","","","",""
"Guatemala","GTM","Pig","Yorkshire","eng.","","Large White","","","International","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Information","Unknown","Unknown","","Not at Risk","","","","","","","","","",""
"Guam","GUM","Pig","Ras-N-Lansa","","","","","","Local","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","dwarf","","","Domestic","Breed","","","","Mariana Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Unknown","Unknown","","","","","","","","","","","",""
"Guyana","GUY","Pig","Banheco","sp.","","","","","Local","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Information","Unknown","Unknown","","","","","","","","","","","",""
"Guyana","GUY","Pig","Duroc","eng.","","Duroc","","","International","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","imported; exotic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Information","Unknown","Unknown","","Not at Risk","","","","","","","","","",""
"Guyana","GUY","Pig","Hampshire","eng.","","Hampshire","","","International","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","imported; exotic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Information","Unknown","Unknown","","Endangered","","","","","","","","","",""
"Guyana","GUY","Pig","Landrace","eng.","","Landrace","","","International","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","imported; exotic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Information","Unknown","Unknown","","Not at Risk","","","","","","","","","",""
"Guyana","GUY","Pig","Large White","eng.","","Large White","","","International","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","imported; exotic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Information","Unknown","Unknown","","Not at Risk","","","","","","","","","",""
"Honduras","HND","Pig","Criollo","sp.","","","","","Local","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","","","","rural areas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","in this system 3 pigs are kept on average","","","","","No Information","Unknown","Unknown","","","","","","","","","","","",""
"Honduras","HND","Pig","Duroc","fr.","","Duroc","","","International","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","in this system 1247 animals are kept on average per farm","","","","","No Information","Unknown","Unknown","","Not at Risk","","","","","","","","","",""
"Honduras","HND","Pig","Hampshire","eng.","","Hampshire","","","International","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","in this system 1247 animals are kept on average per farm","","","","","No Information","Unknown","Unknown","","Endangered","","","","","","","","","",""
"Honduras","HND","Pig","Honduras Switch-Tail","eng.","","","","","Local","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","long tail with hairy switch","","","Domestic","Breed","","","","central mountains of Honduras","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Information","Unknown","Unknown","","","","","","","","","","","",""
"Honduras","HND","Pig","Landrace","eng.","","Landrace","","","International","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","in this system 1247 animals are kept on average per farm","","","","","No Information","Unknown","Unknown","","Not at Risk","","","","","","","","","",""
"Honduras","HND","Pig","Poland china","eng.","","Poland China","","","International","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","in this system 1247 animals are kept on average per farm","","","","","No Information","Unknown","Unknown","","Not at Risk","","","","","","","","","",""
"Honduras","HND","Pig","Yorkshire","eng.","","Large White","","","International","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","in this system 1247 animals are kept on average per farm","","","","","No Information","Unknown","Unknown","","Not at Risk","","","","","","","","","",""
"Croatia","HRV","Pig","Bagun","","","","Baguner","Exotic","Local","Lard, Meat","","","","","","Source of data: Croatian Livestock Center","","","","","","","","","","","","","","","","","","","","","","","unicoloured: whitish-yellow","","","","","","","","","","curly coat, short ears","","","Domestic","Variety","disappeared by crossing with Middle White","","","northern Croatia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Extinct","Extinct","","","No","Yes","No","No","Yes","No","No","No","No",""
"Croatia","HRV","Pig","Banijska šara","cro.","","","","Native","Local","Lard, Meat","","Research, Tourist attraction / touristic potential","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Not Sufficient","At Risk","Endangered","","","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No",""
"Croatia","HRV","Pig","Black Slavonian pig","eng.","","","Fajferica, Crna Slavonska, Pfeifer Pig, Black Slavonian pig","Native","Local","Lard, Meat","","Research, Tourist attraction / touristic potential","","","","2004: Source of data: Federation of the Black Slavonian Pig Breeders; 2005: Source of data: Croatian Livestock Centre;","","","","The animals are well adapted to locally harsh field conditions and known for their ability to thrive the whole year semi-wild in forests.","","","Black Slavonian Pig is famous for the production of well-known and unique Slavonian paprika-flavoured salami (kulen). Kulin, kulen","Black Slavonian Pig can be used for cross-breeding with imported pigs in order to produce traditional products.","","","","","","","","","","","","","","","uni coloured: black","","","","","","72","68","320","270","Black Slavonian pig belongs to the medium size breed of pigs. Head is medium long, dry with convex profile, ears medium long and half lop. Neck is medium long, wide enough and of good musculature. Body is really short with deep and wide chest case. Crupper medium wide and slightly struck, hams of medium musculature. Legs relatively short and thin. Skin is ash-coloured covered with medium long and thin straight bristle. Snout and hooves are black.","y","1998","Domestic","Breed","Black Slavonian pig was created in the 19th century on the property of Count Pfeiffer in Orlovnjak near Osijek. Its creation was related to the need of the Pfeiffer estate to create an early-maturing, more fertile pig with higher meat production, but that will keep its resistance and adaptation for open pasture. Pfeiffer crossbred sows of Lasasta mangalica breed with Berkshire and Poland Chine breed boars. Aftrer Second World War the black Slavonian pig was crossbred with boars of the Cornwall breed.","19th century","","Black Slavonian pig is bred in the area of Slavonian Counties: Brodsko Posavska, Požeško Slavonska, Osječko Baranjske, Vukovarsko Srijemska. Today the Black Slavonian pig is bred, also, in the area of Sisak Moslavačka County.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","Sows have 10 to 12 tits. Sows farrow 7 to 8 piglets, by birth uni coloured greyish and almost hairless. Upon weaning piglets weigh 8 to 12,3 kg. During intensive fattening they achieve daily growth of 500 to 550 grams with 4,5 to 5 kg corn consumption per kg of growth. Muscle ratio in carcases on slaughter line ranges from 32,59 to 42,59. Meat is of good quality of colour, ph value and water binding. Percentage of intermuscular fat is high and ranging from 6 to 8%.","","The Black Slavonian Pig was traditionally kept on forest grazing (acorn) and pastures and eventually corn diet. This breed can still be found in the traditional production system (forest and acorn).","","7","4","10","Not Sufficient","Not at Risk","Not at Risk","","","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No",""
"Croatia","HRV","Pig","Duroc","eng.","","Duroc","Durok","Locally adapted","International","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","At Risk","Critical","","Not at Risk","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes",""
"Croatia","HRV","Pig","Large White","eng.","","Large White","Veliki Jokšir","Locally adapted","International","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","uni coloured: white","","","","","","88","78","350","280","","","1956","Domestic","Breed","imported from United Kingdom and Germany","","","lowlands of Croatia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","158","","","","","","","","","","","","","","No Material","At Risk","Endangered","","Not at Risk","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes",""
"Croatia","HRV","Pig","Mangalitsa","eng.","","Mangalitsa","Mangulica","Locally adapted","International","Lard, Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Not Sufficient","At Risk","Endangered","","Not at Risk","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No",""
"Croatia","HRV","Pig","Njemacki Landras","cro.","","German Landrace","German Landrace","Locally adapted","International","Meat","","","","","","2005: Source of data: Croatian Livestock Centre","","","","","","","","","","","","","","","","","","","","","","","uni coloured: white","","","","","","80","73","400","320","long body, long head with lop ears","","1957","Domestic","Breed","imported from Germany","","","lowlands of Croatia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","At Risk","Endangered","","Not at Risk","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes",""
"Croatia","HRV","Pig","Pietrain","fr.","","Pietrain","","Locally adapted","International","General crossbreeding, Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","imported; exotic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","At Risk","Critical","","Not at Risk","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes",""
"Croatia","HRV","Pig","Siska","","","","Schischka","Native","Local","Lard, Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","uni coloured: grey","","","","","","","","","","primitive; pick-eared","","","Domestic","","origin of Sumadija, Turopolje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Extinct","Extinct","","","No","Yes","No","No","Yes","No","No","No","No",""
"Croatia","HRV","Pig","Turopolje pig","eng.","Turopolje pig belongs to medium size breeds of pig. Head is medium long with bowed profile, strong medium long snout and medium long and half floppy ears. Neck short and not very muscular, back straight, weakly muscular and coup folded and also weakly muscular. Belly line is straight, and thighs poorly muscled. Body covered with thick curly bristle of white-yellow colour with dark spots size of a palm, skin non-pigmented, snout pink. Sows have 10 to 12 tits. Sows farrow 7 to 8 piglets in average. After weaning two months old piglets weigh 10 to 15kg. Stalled hogs in intensive fattening from 20 to 100kg achieve daily growth of 550 grams. Meat of Turopolje pig is juicy and pink, therefore highly valued.","","Turopoljska Svinja, Turopolje pig","Native","Local","Lard, Meat","","Research, Tourist attraction / touristic potential","","","","","","","","These animals are well adapted to wet land and marsh. They tolerate extreme summer and winter temperatures and have the ability to pass the winter outdoors. The animals can survive on a minimal diet and swim very well.","","","","","","","","","","","","","","","","","","","multi coloured: grey, white, yellow with 5 - 9 hand-sized black spots","Body covered with thick curly bristle of white-yellow colour with dark spots size of a palm, skin non-pigmented, snout pink.","","","","","74","69","246","240","Turopolje pig belongs to medium size breeds of pig. Head is medium long with bowed profile, strong medium long snout and medium long and half floppy ears. Neck short and not very muscular, back straight, weakly muscular and coup folded and also weakly muscular. Belly line is straight, and thighs poorly muscled.","y","1993","Domestic","Breed","Turopolje pig originates from the wild European bore Sus scrofa ferus europeaeus. It is placed in the primitive breeds of pigs. It was created in the area of today's Turopolje in the VI century, by cross-breeding of Šiška with Slovenian karst-field breed. The first written trace of the Turopolje pig originates from 1352.","","","Turopolje pig was created and today is bred in the area of Turopolje between Sava river, Kupa river and Vukomeričke hills. Today, the Turopoljska pig is bred in Šiljakovačka dubrava and Turopoljski lug. Also, there is a herd in the area of Natural park Lonjsko polje.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sows have 10 to 12 tits. Sows farrow 7 to 8 piglets in average. After weaning two months old piglets weigh 10 to 15kg. Stalled hogs in intensive fattening from 20 to 100kg achieve daily growth of 550 grams. Meat of Turopolje pig is juicy and pink, therefore highly valued.","","This breed can still be found in the traditional production system (forest and acorn).","","","","","Not Sufficient","At Risk","Endangered","","","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No",""
"Croatia","HRV","Pig","Túmerzö","hun.","","","Turmezei","Exotic","Local","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Variety","ancient variety","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Extinct","Extinct","","","No","Yes","No","No","Yes","No","No","No","No",""
"Croatia","HRV","Pig","Yorkshire","eng.","","Large White","","Locally adapted","International","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Unknown","Unknown","","Not at Risk","No","Yes","No","No","Yes","No","No","No","No",""
"Croatia","HRV","Pig","Švedski landras","cro.","","Swedish Landrace","Swedish Landrace, Svedski Landras","Locally adapted","Regional","Meat","","","","","","Source of data: Croatian Livestock Center","","","","","","","","","","","","","","","","","","","","","","","uni coloured: white","","","","","","88","77","380","330","lop ears","","1956","Domestic","","imported from Sweden","","","lowlands of Croatia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Unknown","Unknown","Unknown","","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes",""
"Haiti","HTI","Pig","Créole Guadeloupe","fr.","","","","","Local","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","imported; locally adapted","1988","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Information","Unknown","Unknown","","","","","","","","","","","",""
"Haiti","HTI","Pig","Duroc Jersey","","","Duroc","","","International","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","imported; exotic","1980s","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Information","Unknown","Unknown","","Not at Risk","","","","","","","","","",""
"Haiti","HTI","Pig","Gascon Chinois","fr.","","","","","Local","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","imported; locally adapted","1988","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Information","Unknown","Unknown","","","","","","","","","","","",""
"Haiti","HTI","Pig","Gascon x Chinois x Créole","fr.","","","","","Local","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","imported; exotic","1988","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Information","Unknown","Unknown","","","","","","","","","","","",""
"Haiti","HTI","Pig","Haitian","eng.","","Haitian","","","Regional","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Information","Extinct","Extinct","Extinct","","","","","","","","","","",""
"Haiti","HTI","Pig","Landrace","eng.","","Landrace","","","International","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","imported; exotic","1980s","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Information","Unknown","Unknown","","Not at Risk","","","","","","","","","",""
"Haiti","HTI","Pig","Large White","eng.","","Large White","","","International","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","imported; exotic","1980s","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Information","Unknown","Unknown","","Not at Risk","","","","","","","","","",""
"Haiti","HTI","Pig","New Haitian","eng.","","New Haitian","","","Regional","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","After the stamping out and subsequent extinction of the Haitian Pig between 1978 and 1982, a group of French scientists have re-created a peasant pig by crossing traditional breeds from three continents.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","- weaned per litter per sow per year: 5.6 - number of litters per sow per year: 1.22","","","","No Information","Unknown","Unknown","Unknown","","","","","","","","","","",""
"Hungary","HUN","Pig","Belga Lapàly Sertés","hun.","","Belgian Landrace","Belgian Landrace","Locally adapted","International","Meat","","","","","","There are 81 animals of this breed under registration control, which is a share of 0.16% of the total sow stock under central registration control.","","","","","","","","","","","","","","","","","","","","","","","uni coloured: white","","","","","","","","","","lop forward ears, yellow nails","y","","Domestic","Breed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Unknown","Unknown","","Critical","","","","","","","","","",""
"Hungary","HUN","Pig","Black Mangalitsa","Hungarian","","","","Native","Local","Lard, Meat","Fertilizer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","At Risk","Endangered","","","","","","","","","","","",""
"Hungary","HUN","Pig","Blond Mangalitsa","","","Mangalitsa Blond","Szőke Mangalica","Native","Regional","Lard, Meat","Fertilizer","","","","","","","","","","","","The fat of Mangalitsa has gained popularity, as the fat contains unsaturated fatty acids.","","","","","","","","","","","","","","","","","","","","","","","","","","","y","","Domestic","Breed","indigenous breed. Mangalitsa was created through the transformation of the varieties of Szalonta and Bakony kept in Hungary.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Not at Risk","Not at Risk","Not at Risk","","","","","","","","","","",""
"Hungary","HUN","Pig","Dalland hybrid","eng.","","Dalland","","Locally adapted","International","","","","","","","There are 1591 animals of this breed under registration control, which is a share of 4.30% of the total sow stock under central registration control.","not available from 2006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","","Domestic","Breed","imported; exotic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Extinct","Extinct","","Unknown","","","","","","","","","",""
