"Country","ISO3","Specie","Breed/Most common name","Year","Population min","Population max","Trend","Population figured based on","Breeding male","Breeding female","Females registered in herdbooks","Females bred pure","Herds","Herds size (avg)","AI used","Male in AI","In situ conservation programmes in place","Reliability","Last update","Geographical classification"
"Czechia","CZE","Cattle","Gasconne","2013","6300","6500","stable","census at breed level","160","4500","","","","","","","","very reliable","7 Sept 2020","International"
"Czechia","CZE","Cattle","Gasconne","2017","6000","6300","","","120","2500","3000","","","","","","","","7 Sept 2020","International"
"Czechia","CZE","Cattle","Gasconne","2018","2500","3000","stable","census at breed level","82","1826","1900","","","","","","","","7 Sept 2020","International"
"Czechia","CZE","Cattle","Gasconne","2020","1500","2000","decreasing","census at breed level","75","1615","1700","85","","","","","","reliable","7 Sept 2020","International"
"Czechia","CZE","Cattle","Hereford","1997","1000","10000","increasing","census at breed level","111","2969","1684","100","","","","","","reliable","1 Mar 2006","International"
"Czechia","CZE","Cattle","Hereford","2008","7500","8000","decreasing","","105","3748","2546","54","51","50","yes","","","very reliable","7 Sept 2020","International"
"Czechia","CZE","Cattle","Hereford","2012","7500","8000","stable","census at breed level","100","5000","11500","","","","no","","no","very reliable","7 Sept 2020","International"
"Czechia","CZE","Cattle","Hereford","2013","7500","8000","stable","census at breed level","102","5000","6000","","","","","","","very reliable","7 Sept 2020","International"
"Czechia","CZE","Cattle","Hereford","2017","6500","7000","","","103","5200","5600","","","","","","","","7 Sept 2020","International"
"Czechia","CZE","Cattle","Hereford","2018","4000","5000","decreasing","census at breed level","102","3128","3500","","","","","","","","7 Sept 2020","International"
"Czechia","CZE","Cattle","Hereford","2020","3500","4000","decreasing","census at breed level","100","2870","3200","","","","","","","reliable","7 Sept 2020","International"
"Czechia","CZE","Cattle","Holstynsky","2008","650000","700000","stable","","","209000","198500","72","1245","159","yes","591","","very reliable","7 Sept 2020","International"
"Czechia","CZE","Cattle","Holstynsky","2012","550000","600000","","census at breed level","","365000","400000","60","","","yes","","no","very reliable","7 Sept 2020","International"
"Czechia","CZE","Cattle","Holstynsky","2013","480000","500000","decreasing","census at breed level","300","365000","400000","90","","","yes","","no","reliable","7 Sept 2020","International"
"Czechia","CZE","Cattle","Holstynsky","2015","390000","400000","decreasing","census at breed level","250","325000","360000","95","800","","yes","219","yes","very reliable","7 Sept 2020","International"
"Czechia","CZE","Cattle","Holstynsky","2017","390000","400000","stable","census at breed level","150","295000","320000","90","750","288","yes","205","no","reliable","7 Sept 2020","International"
"Czechia","CZE","Cattle","Holstynsky","2018","350000","420000","stable","census at breed level","205","327000","350000","95","650","300","yes","245","no","reliable","7 Sept 2020","International"
"Czechia","CZE","Cattle","Holstynsky","2020","350000","400000","stable","census at breed level","200","340000","360000","","","","yes","230","no","","7 Sept 2020","International"
"Czechia","CZE","Cattle","Holstynsky","2021","300000","400000","decreasing","census at breed level","380","300000","300000","95","750","310","yes","230","no","reliable","13/4/2023","International"
"Czechia","CZE","Cattle","Holstynsky","2022","250000","350000","decreasing","census at breed level","110","250000","250000","90","650","","yes","70","no","reliable","13/4/2023","International"
"Czechia","CZE","Cattle","Jersey","1993","400","500","stable","","8","235","","100","","","yes","","yes","unknown","29 Jun 2012","International"
"Czechia","CZE","Cattle","Jersey","1998","2300","2500","stable","census at breed level","5","2000","2050","100","","","yes","20","yes","reliable","7 Sept 2020","International"
"Czechia","CZE","Cattle","Jersey","2011","2000","2200","unknown","survey at breed level","7","1100","","","","","","","no","unknown","7 Sept 2020","International"
"Czechia","CZE","Cattle","Jersey","2012","3800","4000","increasing","census at breed level","8","2455","2500","","","","yes","","no","very reliable","7 Sept 2020","International"
"Czechia","CZE","Cattle","Jersey","2013","3300","3500","stable","census at breed level","5","2600","","","","","","","","very reliable","7 Sept 2020","International"
"Czechia","CZE","Cattle","Jersey","2017","3300","3500","stable","census at breed level","15","2600","2680","90","78","100","yes","27","no","reliable","7 Sept 2020","International"
"Czechia","CZE","Cattle","Jersey","2018","3000","3500","stable","census at breed level","10","2300","2500","88","86","64","yes","20","no","reliable","7 Sept 2020","International"
"Czechia","CZE","Cattle","Jersey","2020","2500","3000","decreasing","census at breed level","9","2216","2570","88","85","80","","19","","reliable","7 Sept 2020","International"
"Czechia","CZE","Cattle","Jersey","2021","2891","5424","increasing","census at breed level","30","2900","2900","85","31","","yes","18","no","reliable","27 Apr 2021","International"
"Czechia","CZE","Cattle","Limousin","1997","1000","10000","increasing","census at breed level","38","1987","789","100","","","","","","reliable","1 Mar 2006","International"
"Czechia","CZE","Cattle","Limousin","2008","4000","4300","increasing","","891","2203","1893","33","73","26","yes","","","very reliable","29 Jun 2012","International"
"Czechia","CZE","Cattle","Limousin","2012","8000","10000","increasing","survey at breed level","50","7500","7600","","","","no","","no","reliable","7 Sept 2020","International"
"Czechia","CZE","Cattle","Limousin","2013","8500","10500","increasing","census at breed level","59","8600","8700","","","","no","","no","very reliable","7 Sept 2020","International"
"Czechia","CZE","Cattle","Limousin","2017","10000","12000","","","68","9000","9200","","","","","","","","7 Sept 2020","International"
"Czechia","CZE","Cattle","Limousin","2018","10000","15000","stable","census at breed level","69","7540","8000","","","","","","","","7 Sept 2020","International"
"Czechia","CZE","Cattle","Limousin","2020","10000","15000","stable","census at breed level","70","8500","8600","","","","","","","","7 Sept 2020","International"
"Czechia","CZE","Cattle","Masny Simental","1998","1000","10000","increasing","census at breed level","65","3388","2282","100","","","","","","reliable","1 Mar 2006","International"
"Czechia","CZE","Cattle","Masny Simental","2008","10907","10907","increasing","","80","7809","4001","32","91","44","yes","54","","very reliable","7 Sept 2020","International"
"Czechia","CZE","Cattle","Masny Simental","2012","19000","20000","increasing","census at breed level","185","13200","5800","","","","no","","no","very reliable","7 Sept 2020","International"
"Czechia","CZE","Cattle","Masny Simental","2013","20500","22000","increasing","census at breed level","190","14800","6400","","","","","","","very reliable","7 Sept 2020","International"
"Czechia","CZE","Cattle","Masny Simental","2017","20000","21000","","","185","15000","15000","","","","","","","","7 Sept 2020","International"
"Czechia","CZE","Cattle","Masny Simental","2018","30000","35000","stable","census at breed level","208","22578","24000","","","","","","","","7 Sept 2020","International"
"Czechia","CZE","Cattle","Masny Simental","2020","30000","35000","stable","census at breed level","200","24700","25000","","","","","","","","7 Sept 2020","International"
"Czechia","CZE","Cattle","Montbeliardsky","2015","4300","4500","decreasing","survey at breed level","15","3800","3200","95","10","","yes","30","no","very reliable","16 Feb 2016","International"
"Czechia","CZE","Cattle","Montbeliardsky","2017","10000","10500","increasing","census at breed level","20","6500","6500","95","10","650","yes","29","no","very reliable","9 Feb 2018","International"
"Czechia","CZE","Cattle","Montbeliardsky","2018","10500","11500","stable","census at breed level","22","6000","6000","95","10","500","yes","33","no","reliable","7 Sept 2020","International"
"Czechia","CZE","Cattle","Montbeliardsky","2020","10500","11500","stable","census at breed level","98","8300","8350","95","10","550","","35","","reliable","7 Sept 2020","International"
"Czechia","CZE","Cattle","Montbeliardsky","2022","10000","11000","stable","census at breed level","23","7800","7800","80","15","","yes","16","no","reliable","13/4/2023","International"
"Czechia","CZE","Cattle","Normandský","2012","800","900","increasing","census at breed level","6","480","250","","","","","","no","very reliable","16 Feb 2016","International"
"Czechia","CZE","Cattle","Normandský","2013","900","1000","increasing","census at breed level","8","540","280","","10","","","10","no","very reliable","16 Feb 2016","International"
"Czechia","CZE","Cattle","Normandský","2015","800","900","increasing","survey at breed level","8","500","352","","11","","yes","11","no","reliable","16 Feb 2016","International"
"Czechia","CZE","Cattle","Normandský","2017","900","1100","increasing","census at species level","12","620","620","100","25","100","yes","12","no","reliable","7 Sept 2020","International"
"Czechia","CZE","Cattle","Normandský","2018","820","830","decreasing","census at breed level","10","402","402","77","13","63","yes","12","no","reliable","17 Jan 2019","International"
"Czechia","CZE","Cattle","Normandský","2020","850","950","decreasing","census at breed level","10","238","250","77","7","70","yes","12","no","reliable","7 Sept 2020","International"
"Czechia","CZE","Cattle","Piemontese","1997","100","1000","increasing","census at breed level","12","543","276","100","","","","","","reliable","1 Mar 2006","International"
"Czechia","CZE","Cattle","Piemontese","2008","1200","1500","stable","","25","682","603","57","40","15","yes","33","","very reliable","7 Sept 2020","International"
"Czechia","CZE","Cattle","Piemontese","2013","1200","1500","stable","census at breed level","29","702","720","","","","no","","no","very reliable","7 Sept 2020","International"
"Czechia","CZE","Cattle","Piemontese","2017","1200","1500","stable","census at breed level","30","720","735","","","","","","","","7 Sept 2020","International"
"Czechia","CZE","Cattle","Piemontese","2018","1000","1500","stable","census at breed level","32","744","800","","","","","","","","7 Sept 2020","International"
"Czechia","CZE","Cattle","Piemontese","2020","1000","1500","stable","census at breed level","29","695","700","","","","","","","","7 Sept 2020","International"
"Czechia","CZE","Cattle","Plave akvitanske","1997","100","1000","increasing","census at breed level","22","720","260","100","","","","","","reliable","1 Mar 2006","International"
"Czechia","CZE","Cattle","Plave akvitanske","2008","2000","2200","increasing","","34","1274","705","58","43","16","yes","44","","very reliable","7 Sept 2020","International"
"Czechia","CZE","Cattle","Plave akvitanske","2012","2000","2500","increasing","census at breed level","37","1500","1550","","","","no","","no","very reliable","7 Sept 2020","International"
"Czechia","CZE","Cattle","Plave akvitanske","2013","2500","3000","increasing","census at breed level","39","1700","1750","","","","","","","very reliable","7 Sept 2020","International"
"Czechia","CZE","Cattle","Plave akvitanske","2017","3000","3500","","","37","1800","1860","","","","","","","","7 Sept 2020","International"
"Czechia","CZE","Cattle","Plave akvitanske","2018","3000","3500","stable","census at breed level","36","2071","2100","","","","","","","","7 Sept 2020","International"
"Czechia","CZE","Cattle","Plave akvitanske","2020","3000","3500","stable","census at breed level","40","2160","2200","","","","","","","","7 Sept 2020","International"
"Czechia","CZE","Cattle","RED holštýnské","2012","37000","38000","stable","census at breed level","","28450","16000","","","","yes","","no","very reliable","16 Feb 2016","International"
"Czechia","CZE","Cattle","RED holštýnské","2013","30000","32000","decreasing","survey at breed level","","20000","16000","","","","yes","","no","very reliable","16 Feb 2016","International"
"Czechia","CZE","Cattle","RED holštýnské","2015","14000","15000","decreasing","survey at breed level","15","12000","12000","","","","yes","9","no","reliable","16 Feb 2016","International"
"Czechia","CZE","Cattle","RED holštýnské","2017","13000","15000","decreasing","census at breed level","10","10000","9000","90","","","yes","15","no","reliable","7 Sept 2020","International"
"Czechia","CZE","Cattle","RED holštýnské","2018","10000","11000","decreasing","census at breed level","8","7000","7000","80","50","200","yes","16","no","reliable","7 Sept 2020","International"
